Investigation.Type,Accident.Number,Event.Date,LOCATION,Latitude,Longitude,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Weather.Condition
Accident,ERA13LA054A,2012-11-10,"WILLIAMSON, GA",33.161111,-84.361111,Non-Fatal,Substantial,Vans Aircraft Inc,RV-12,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA052,2012-11-10,"GORDON, AL",31.133333,-86.9,Non-Fatal,Substantial,Waller Charles R,RANS S12-XL,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA064,2012-11-10,"CROWLEY, LA",30.214167,-92.260556,Non-Fatal,Substantial,Lawson Ron,RANS S-19,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA056,2012-11-09,"LA GRANGE, TX",29.928334,-96.946389,Non-Fatal,Substantial,Cessna,210L,1.0,Reciprocating,Business,VMC
Accident,CEN13LA054,2012-11-07,"CONWAY, AR",35.081111,-92.424445,Fatal(1),Substantial,Cessna,P210N,1.0,Reciprocating,Unknown,VMC
Accident,WPR13LA035,2012-11-06,"MODESTO, CA",37.467778,-121.073611,Non-Fatal,Substantial,Cessna,172M,1.0,Reciprocating,Aerial Observation,VMC
Accident,CEN13FA051,2012-11-06,"ANADARKO, OK",35.041666,-98.265278,Fatal(1),Substantial,Piper,PA-28-140,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA049,2012-11-05,"FORT LAUDERDALE, FL",26.193611,-80.166667,Non-Fatal,Substantial,Piper,PA-28R-180,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA046,2012-11-04,"SACRAMENTO, CA",38.5125,-121.493333,Non-Fatal,Substantial,Remos Acft Gmbh Flugzeugbau,REMOS GX,1.0,Reciprocating,Instructional,IMC
Accident,CEN13LA055,2012-11-04,"DARBYVILLE, OH",39.7025,-83.147222,Non-Fatal,Substantial,Central Ohio Dragonfly Club,DRAGONFLY-C,1.0,Reciprocating,Glider Tow,VMC
Accident,CEN13LA050,2012-11-04,"LAFAYETTE, LA",30.208889,-91.990555,Non-Fatal,Substantial,Waco,SRE,1.0,Reciprocating,Personal,VMC
Accident,CEN13FA045,2012-11-04,"GOTHENBURG, NE",40.925556,-100.146389,Fatal(1),Substantial,Cessna,150F,1.0,Reciprocating,Instructional,VMC
Accident,CEN13FA044,2012-11-04,"STOTTS CITY, MO",37.123056,-94.040277,Fatal(2),Substantial,Cessna,310,2.0,Reciprocating,Positioning,VMC
Accident,ANC13LA008,2012-11-04,"KENAI, AK",60.573334,-151.244722,Non-Fatal,Substantial,Bellanca,7ECA,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA031B,2012-11-03,"VAN NUYS, CA",34.205833,-118.487222,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Instructional,VMC
Accident,CEN13LA041,2012-11-03,"ROANOKE, TX",33.049722,-97.232223,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Instructional,VMC
Accident,CEN13CA043,2012-11-03,"GEORGETOWN, OH",38.875834,-83.876111,Non-Fatal,Substantial,Fairchild Heli-porter,PILATUS PC6/B1A-H2,1.0,Turbo Prop,Positioning,VMC
Accident,CEN13CA042,2012-11-03,"WEST BEND, WI",43.416945,-89.804167,Non-Fatal,Substantial,Luscombe,8E,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA031A,2012-11-03,"Van Nuys, CA",34.205833,-118.487222,Non-Fatal,Minor,Beech,D17S,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA040,2012-11-02,"CASPER, WY",42.904722,-106.458611,Non-Fatal,Substantial,Spackman,Avid Flyer,1.0,Reciprocating,Flight Test,VMC
Accident,WPR13CA033,2012-11-02,"WATSONVILLE, CA",36.934722,-121.787222,Non-Fatal,Substantial,Cessna,140,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA040,2012-11-02,"MCKINNEY, TX",33.176945,-96.588889,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Instructional,VMC
Accident,CEN13FA039,2012-11-01,"SAN MARCOS, TX",29.879445,-97.883056,Fatal(1),Substantial,Cessna,320E,2.0,Reciprocating,Personal,IMC
Accident,CEN13FA038,2012-10-31,"BOYNE CITY, MI",45.208889,-84.99,Non-Fatal,Substantial,Piaggio,P180,2.0,Turbo Prop,Positioning,IMC
Accident,WPR13CA032,2012-10-29,"LONG BEACH, CA",33.817223,-118.151111,Non-Fatal,Substantial,Cessna,152,1.0,Reciprocating,Instructional,VMC
Accident,ERA13LA042,2012-10-28,"SEVIERVILLE, TN",35.809167,-83.652222,Non-Fatal,Substantial,Piper,PA-32R-300,1.0,Reciprocating,Personal,IMC
Accident,WPR13LA034,2012-10-27,"PAYSON, AZ",34.256667,-111.339166,Non-Fatal,Substantial,Jeffair,BARRACUDA,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA024,2012-10-27,"CALEXICO, CA",32.6675,-115.5175,Non-Fatal,Substantial,Cessna,170A,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA037,2012-10-27,"REKLAW, TX",31.839722,-94.961111,Non-Fatal,Substantial,Bates,STARDUSTER SA-300,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA033,2012-10-27,"BEECHGROVE, IN",39.707778,-86.1575,Non-Fatal,Substantial,Porter James Grant,SUPERIOR CUB,1.0,Reciprocating,Personal,VMC
Incident,WPR13IA026,2012-10-27,"Oakland, CA",37.719445,-122.218889,Incident,Minor,Cessna,P210N,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA041B,2012-10-26,"FAIRHOPE, AL",30.456111,-87.872778,Non-Fatal,Substantial,Piper,PA-22,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA041A,2012-10-26,"FAIRHOPE, AL",30.456111,-87.872778,Non-Fatal,Substantial,Grumman American Avn. Corp.,AA-5A,1.0,Reciprocating,Personal,VMC
Accident,ERA13FA039,2012-10-25,"HOOKSETT, NH",43.041389,-71.468889,Fatal(2),Substantial,Beech,A36,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA028,2012-10-24,"CASA GRANDE, AZ",32.954722,-111.766667,Non-Fatal,Substantial,Sport Plane Dynamics Llc,LIGHTNING,1.0,Reciprocating,Personal,VMC
Accident,ERA13CA040,2012-10-24,"HAMPTON, NH",42.9575,-70.823889,Non-Fatal,Substantial,Aeronca,7CCM,1.0,Reciprocating,Instructional,VMC
Accident,CEN13FA030,2012-10-24,"MARYLAND HEIGHTS, MO",38.773611,-90.492777,Fatal(2),Substantial,Piper,PA-28-140,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA031,2012-10-24,"CARROLLTON, OH",40.561389,-81.078056,Non-Fatal,Substantial,Cessna,150,1.0,Reciprocating,Personal,VMC
Accident,WPR13FA022,2012-10-23,"Byron, CA",37.897222,-121.643611,Fatal(2),Destroyed,Behne,GLASAIR III,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA023,2012-10-22,"STURTEVANT, WI",42.703333,-87.958889,Non-Fatal,Substantial,Beech,B90,2.0,Turbo Prop,Personal,IMC
Accident,ERA13LA048,2012-10-21,"PAHOKEE, FL",26.784444,-80.689444,Non-Fatal,Substantial,Cirrus Design Corp,SR22,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA034,2012-10-21,"MANSFIELD, MA",42.000556,-71.192222,Non-Fatal,Substantial,Cessna,150H,1.0,Reciprocating,Instructional,VMC
Accident,ERA13CA051,2012-10-21,"SENECA FALLS, NY",42.883611,-76.781111,Non-Fatal,Substantial,Cessna,150L,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA021,2012-10-20,"LAKE TAHOE, CA",38.893889,-119.995277,Non-Fatal,Substantial,Piper,PA24,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA019,2012-10-20,"LIVE OAK, CA",39.221111,-121.698055,Non-Fatal,Substantial,Quicksilver Mfg,MXL II SPORT,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA037,2012-10-20,"INDIAN TRAIL, NC",35.120834,-80.587222,Non-Fatal,Substantial,Cessna,172D,1.0,Reciprocating,Personal,VMC
Accident,ERA13FA032,2012-10-20,"EAST MORICHES, NY",40.765,-72.755,Fatal(2),Substantial,"Swift Museum Foundation, Inc.",GC-1A,1.0,Reciprocating,Personal,VMC
Accident,ERA13CA044,2012-10-20,"MIAMI, FL",25.641944,-80.426389,Non-Fatal,Substantial,Cessna,172R,1.0,Reciprocating,Instructional,VMC
Accident,ERA13CA038,2012-10-20,"WEYERS CAVE, VA",38.263611,-78.896389,Non-Fatal,Substantial,Cessna,172H,1.0,Reciprocating,Instructional,VMC
Accident,ERA13CA033,2012-10-20,"NEWTON, GA",31.327223,-84.544444,Non-Fatal,Substantial,Air Tractor Inc,AT-502B,1.0,Turbo Prop,Aerial Application,VMC
Accident,CEN13CA021,2012-10-20,"LONOKE, AR",34.813889,-92.0,Non-Fatal,Substantial,Piper,PA-18-105 SPECIAL,1.0,Reciprocating,Personal,VMC
Accident,ANC13CA006,2012-10-20,"CORDOVA, AK",61.241389,-147.044444,Non-Fatal,Substantial,Piper,PA-18-125,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA029,2012-10-19,"EDISON, GA",31.575278,-84.575278,Non-Fatal,Substantial,Grumman Acft Eng Cor-schweizer,G-164B,1.0,Reciprocating,Aerial Application,VMC
Accident,WPR13LA015,2012-10-18,"PHOENIX, AZ",33.8,-112.2,Non-Fatal,Substantial,Beech,N35,1.0,Reciprocating,Personal,VMC
Accident,WPR13FA017,2012-10-18,"YUCCA, AZ",34.800278,-114.161944,Fatal(1),Substantial,Cessna,182P,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA018,2012-10-18,"TWIN BRIDGES, MT",45.533611,-112.3025,Non-Fatal,Substantial,Albright Stan,KITFOX SUPER SPORT,1.0,Reciprocating,Personal,VMC
Accident,ERA13CA047,2012-10-18,"PLYMOUTH, MA",41.908889,-70.728889,Non-Fatal,Substantial,Daniels Alan L,KITFOX SERIES 7,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA016,2012-10-17,"WAUSAU, WI",44.926389,-89.626945,Non-Fatal,Substantial,Beech,A36,1.0,Reciprocating,Business,IMC
Accident,CEN13CA019,2012-10-17,"PORTALES, NM",34.171667,-103.158889,Non-Fatal,Substantial,Air Tractor Inc,AT-502B,1.0,Turbo Prop,Aerial Application,VMC
Incident,CEN13IA024,2012-10-17,"Elyria, OH",41.344166,-82.177778,Incident,Minor,Flight Design,CTLS,1.0,Reciprocating,Instructional,VMC
Accident,ERA13LA024,2012-10-16,"CROSSVILLE, TN",35.951111,-85.084722,Non-Fatal,Substantial,Cashmer Philip M,SONEX,1.0,Reciprocating,Personal,VMC
Accident,ERA13CA027,2012-10-16,"MARYVILLE, TN",35.636111,-84.102222,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA015,2012-10-16,"Cloverdale, IN",39.515278,-86.8025,Non-Fatal,Minor,Young Robert Herman,WOODY PUSHER,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA011,2012-10-15,"PARKER, AZ",34.110556,-114.6275,Non-Fatal,Substantial,Cirrus Design Corp,SR20,1.0,Reciprocating,Personal,VMC
Accident,WPR13FA013,2012-10-15,"HALF MOON BAY, CA",37.510278,-122.505278,Fatal(1),Substantial,Aeropro Cz,A240,1.0,Reciprocating,Personal,IMC
Accident,ANC13FA004,2012-10-15,"Willow, AK",61.833611,-150.560556,Fatal(1),Destroyed,Grumman Aircraft Eng Corp,C-1A,2.0,Reciprocating,Business,VMC
Accident,WPR13FA010,2012-10-14,"MARANA, AZ",32.323889,-111.454167,Fatal(1),Substantial,Piper,PA-28-151,1.0,Reciprocating,Personal,VMC
Accident,CEN13FA012,2012-10-14,"SIMPSON, LA",31.299166,-92.888889,Fatal(1),Substantial,Cessna,172R,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA009,2012-10-13,"CORONA, CA",33.894444,-117.595833,Non-Fatal,Substantial,Piper,PA-38-112,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA019,2012-10-13,"CHARLOTTE AMALIE, VI",18.240833,-65.055278,Fatal(3),Substantial,Piper,PA-23-250,2.0,Reciprocating,Business,VMC
Accident,ANC13FAMS1,2012-10-13,"Kenai, AK",60.472778,-151.022223,Fatal(1),Destroyed,Piper,PA-18-150,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA025,2012-10-12,"ALLENTOWN, PA",40.502222,-75.440555,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Instructional,VMC
Accident,ERA13LA043,2012-10-11,"PALM COAST, FL",29.466945,-81.203611,Non-Fatal,Substantial,Diamond Aircraft Ind Gmbh,DA 42 NG,2.0,Reciprocating,Instructional,VMC
Accident,ERA13FA017,2012-10-11,"CHUCKEY, TN",36.183334,-82.678889,Non-Fatal,Substantial,Arion,LIGHTNING,1.0,Reciprocating,Personal,VMC
Accident,ERA13CA028,2012-10-11,"MOBILE, AL",30.6375,-88.073611,Non-Fatal,Substantial,Cessna,172RG,1.0,Reciprocating,Instructional,VMC
Accident,CEN13LA011,2012-10-11,"ROANOKE, TX",33.036111,-97.231667,Non-Fatal,Substantial,Meyers,LITTLE TOOT,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA015,2012-10-10,"MADISON, GA",33.6175,-83.465556,Non-Fatal,Substantial,Velline's,BREEZY RLU-1,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA026,2012-10-09,"DURANGO, CO",37.21,-107.866667,Non-Fatal,Substantial,Mace Justin I,DRAGONFLY,1.0,Reciprocating,Personal,VMC
Accident,ANC13CA002,2012-10-09,"BUCKLAND, AK",65.758333,-160.559722,Non-Fatal,Substantial,Cessna,U206F,1.0,Reciprocating,Positioning,VMC
Accident,WPR13FA008,2012-10-09,"Laramie Peak, WY",42.263889,-105.448889,Fatal(4),Destroyed,Piper,PA-32R-301T,1.0,Reciprocating,Personal,VMC
Accident,ERA13CA016,2012-10-08,"CEDAR KEY, FL",29.134166,-83.050278,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA012,2012-10-07,"BISHOP, CA",37.373056,-118.363611,Non-Fatal,Substantial,Maule,MX-7-180C,1.0,Reciprocating,Personal,VMC
Accident,ANC13FA001,2012-10-07,"ALEKNAGIK, AK",59.972223,-158.350278,Fatal(1),Substantial,Grumman,G-44,2.0,Reciprocating,Positioning,VMC
Accident,ANC13CA003,2012-10-07,"BUCKLAND, AK",65.908056,-161.924167,Non-Fatal,Substantial,Cessna,172D,1.0,Reciprocating,Personal,VMC
Incident,CEN13IA008,2012-10-07,"Sandwich, IL",41.636389,-88.64,Incident,Minor,Mueller Michael Walter,CHALLENGER II CW SPC,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA005,2012-10-06,"ST MARIES, ID",47.215833,-116.686111,Non-Fatal,Substantial,Cessna,180H,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA013,2012-10-06,"MINNEOLA, FL",28.629445,-81.802222,Non-Fatal,Substantial,Beaudry Phillip,AVENTURA II,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA012,2012-10-06,"BIRMINGHAM, AL",33.563889,-86.752222,Non-Fatal,Substantial,Cirrus Design Corp,SR22,1.0,Reciprocating,Personal,IMC
Accident,ERA13CA011,2012-10-06,"BELTZVILLE, PA",40.840555,-75.670556,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Instructional,VMC
Accident,ERA13CA010,2012-10-06,"LYMAN, ME",43.497222,-70.636389,Non-Fatal,Substantial,Moulton Howard Wells,ULTRA-PUP,1.0,Reciprocating,Personal,VMC
Accident,CEN13FA006,2012-10-06,"Mabank, TX",32.4775,-96.065,Fatal(4),Destroyed,Beech,A36,1.0,Turbo Prop,Personal,IMC
Accident,WPR13LA004B,2012-10-05,"CHANDLER, AZ",33.103056,-112.054167,Non-Fatal,Substantial,Piper,PA-28R-201,1.0,Reciprocating,Instructional,VMC
Accident,WPR13LA004A,2012-10-05,"CHANDLER, AZ",33.103056,-112.054167,Non-Fatal,Substantial,Piper,PA-28-161,1.0,Reciprocating,Instructional,VMC
Accident,CEN13CA005,2012-10-05,"COLORADO SPRINGS, CO",38.945555,-104.569723,Non-Fatal,Substantial,Piper,PA-24-250,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA002,2012-10-04,"SAN MANUEL, AZ",32.635277,-110.641666,Fatal(1),Substantial,Wood,MUSTANG II FB,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA007,2012-10-04,"PARKERSBURG, WV",39.344722,-81.439166,Non-Fatal,Substantial,Ercoupe,415-C,1.0,Reciprocating,Instructional,VMC
Accident,ERA13CA008,2012-10-03,"WARRENTON, VA",38.585,-77.706389,Non-Fatal,Substantial,Sanders Ben G Iii,DR-107,1.0,Reciprocating,Personal,VMC
Accident,CEN13FA002,2012-10-03,"GARY, IN",41.616111,-87.412778,Fatal(2),Substantial,Cirrus Design Corp,SR22,1.0,Reciprocating,Business,IMC
Accident,WPR13FA001,2012-10-02,"BEATTY, NV",36.856667,-116.785277,Non-Fatal,Substantial,Piper,PA-28-180,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA005,2012-10-02,"BURLINGTON, VT",44.471667,-73.153056,Non-Fatal,Substantial,Cessna,310I,2.0,Reciprocating,Personal,VMC
Accident,CEN13CA007,2012-10-02,"EDEN PRAIRIE, MN",44.823056,-93.455278,Non-Fatal,Substantial,Cirrus Design Corp,SR20,1.0,Reciprocating,Business,VMC
Accident,WPR12LA441,2012-09-30,"CHULA VISTA, CA",32.633056,-116.893055,Non-Fatal,Substantial,Team Inc,MINI-MAX,1.0,Reciprocating,Personal,VMC
Accident,ERA12LA584,2012-09-30,"GRANITE QUARRY, NC",35.6175,-80.443889,Fatal(1),Substantial,Keuthan,BUCCANEER II,1.0,Reciprocating,Personal,VMC
Accident,CEN12CA665,2012-09-30,"TISKILWA, IL",41.382223,-89.754722,Non-Fatal,Substantial,Cessna,182,1.0,Reciprocating,Personal,VMC
Accident,ANC12GA114,2012-09-30,"ANCHORAGE, AK",61.174723,-149.971945,Non-Fatal,Substantial,Quest Aircraft Company Llc,KODIAK 100,1.0,Turbo Prop,Public Aircraft,VMC
Accident,ANC12CA115,2012-09-30,"PORT LIONS, AK",57.653611,-152.937222,Non-Fatal,Substantial,Cessna,182A,1.0,Reciprocating,Business,VMC
Accident,ERA12LA589,2012-09-29,"SELMA, AL",32.283333,-86.95,Non-Fatal,Substantial,Cessna,421B,2.0,Reciprocating,Personal,VMC
Accident,ERA12FA583,2012-09-29,"FREDERICKSBURG, VA",38.271111,-77.443055,Fatal(2),Substantial,Cessna,150M,1.0,Reciprocating,Personal,VMC
Accident,ERA12CA588,2012-09-29,"ASHLAND, MS",34.808333,-89.193055,Non-Fatal,Substantial,Henrie Raymond,ZENITH CH 701 STOL,1.0,Reciprocating,Personal,VMC
Accident,CEN12CA663,2012-09-29,"GOSHEN, IN",41.526111,-85.794166,Non-Fatal,Substantial,Jabiru Usa Sport Aircraft Llc,J170-SP,1.0,Reciprocating,Instructional,VMC
Accident,WPR12LA443,2012-09-28,"TORRANCE, CA",33.803333,-118.339444,Non-Fatal,Substantial,Beech,V35A,1.0,Reciprocating,Personal,VMC
Accident,WPR12LA439,2012-09-28,"EUGENE, OR",44.008889,123.31,Non-Fatal,Substantial,Cessna,152,1.0,Reciprocating,Instructional,VMC
Accident,ANC12LA113,2012-09-28,"FAIRBANKS, AK",64.808333,-147.917778,Non-Fatal,Substantial,Aviat,A-1,1.0,Reciprocating,Personal,VMC
Accident,ERA12CA581,2012-09-26,"STATESBORO, GA",32.482778,-81.736944,Non-Fatal,Substantial,Cessna,208B,1.0,Turbo Prop,Instructional,VMC
Accident,CEN12LA675,2012-09-26,"GREELEY, CO",40.437222,-104.633056,Non-Fatal,Substantial,Beech,E33,1.0,Reciprocating,Personal,VMC
Accident,WPR12LA437,2012-09-25,"ELVERTA, CA",38.281111,-121.483334,Non-Fatal,Substantial,Mccleery,RANS S6ES,1.0,Reciprocating,Personal,VMC
Accident,WPR12CA438,2012-09-25,"ST JOHNS, AZ",34.866945,-109.516667,Non-Fatal,Substantial,Cessna,150,1.0,Reciprocating,Personal,VMC
Accident,ERA12CA579,2012-09-25,"RICHMOND, KY",37.625,-84.326111,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Instructional,VMC
Accident,CEN12CA673,2012-09-25,"ALBUQUERQUE, NM",35.145,-106.795,Non-Fatal,Substantial,Davis Mark,DAVIS KR-1,1.0,Reciprocating,Personal,VMC
Accident,CEN12CA658,2012-09-25,"SPEARFISH, SD",44.486944,-104.025556,Non-Fatal,Substantial,Cessna,175A,1.0,Reciprocating,Personal,VMC
Accident,WPR12LA434,2012-09-23,"LOMPOC, CA",34.665556,-120.4675,Non-Fatal,Substantial,Navion,NAVION,1.0,Reciprocating,Personal,VMC
Accident,ANC12CA112,2012-09-23,"FAIRBANKS, AK",64.192222,-147.923889,Non-Fatal,Substantial,Piper,PA-12,1.0,Reciprocating,Personal,VMC
Accident,ERA12LA575,2012-09-22,"FORT THOMAS, KY",39.057222,-84.437222,Non-Fatal,Substantial,Cessna,182Q,1.0,Reciprocating,Personal,VMC
Accident,ERA12FA572,2012-09-22,"LAND O'LAKES, FL",28.253611,-82.522223,Fatal(1),Substantial,Cessna,172S,1.0,Reciprocating,Personal,VMC
Accident,ERA12CA585,2012-09-22,"MARYVILLE, TN",35.507778,-84.068889,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Personal,VMC
Accident,CEN12FA654,2012-09-22,"ROANOKE, TX",33.050556,-97.231945,Fatal(2),Substantial,Piper,PA-28R-180,1.0,Reciprocating,Instructional,VMC
Accident,WPR12LA433,2012-09-21,"FIREBAUGH, CA",36.806389,-120.622223,Non-Fatal,Substantial,Air Tractor Inc,AT-502,1.0,Turbo Prop,Aerial Application,VMC
Accident,ERA12LA574,2012-09-21,"CORINTH, MS",34.908889,-88.601944,Non-Fatal,Substantial,Cessna,150G,1.0,Reciprocating,Personal,VMC
Accident,ERA12LA571,2012-09-21,"PERRY, FL",29.809722,-83.545555,Non-Fatal,Substantial,Beagle,B206 SERIES 2,2.0,Reciprocating,Personal,VMC
Accident,ERA12CA573,2012-09-21,"BERLIN, NJ",39.773611,-74.941944,Non-Fatal,Substantial,Piper,PA-28-180,1.0,Reciprocating,Personal,VMC
Accident,ANC12CA110,2012-09-21,"PORT ALSWORTH, AK",60.138611,-154.368889,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Personal,VMC
Accident,WPR12FA432,2012-09-21,"Laramie, WY",41.321667,-105.661667,Fatal(1),Destroyed,Kundel,VANS RV 7A,1.0,Reciprocating,Personal,VMC
Accident,WPR12CA435,2012-09-20,"MADERA, CA",37.988611,-120.1125,Non-Fatal,Substantial,Piper,PA24,1.0,Reciprocating,Instructional,VMC
Accident,ERA12LA586,2012-09-20,"TITUSVILLE, FL",28.620278,-80.834444,Non-Fatal,Substantial,Stewart Mw/stewart Jd,SONERAI 2L,1.0,Reciprocating,Personal,VMC
Accident,CEN12LA668,2012-09-20,"PAGOSA SPRINGS, CO",37.286389,-107.055833,Non-Fatal,Substantial,Thompson,RV-6,1.0,Reciprocating,Personal,VMC
Accident,ERA12CA568,2012-09-19,"QUITMAN, MS",32.04,-88.728056,Non-Fatal,Substantial,Cessna,172M,1.0,Reciprocating,Aerial Observation,VMC
Accident,CEN12LA649,2012-09-19,"TELL CITY, IN",38.018889,-86.6925,Non-Fatal,Substantial,Beechcraft,A23-24,1.0,Reciprocating,Personal,VMC
Accident,CEN12LA645,2012-09-19,"BRANSON, MO",36.625278,-93.225,Non-Fatal,Substantial,Cessna,177B,1.0,Reciprocating,Personal,VMC
Accident,WPR12CA427,2012-09-18,"LINCOLN, CA",38.909167,-121.351389,Non-Fatal,Substantial,Boeing,A75N1(PT17),1.0,Reciprocating,Personal,VMC
Accident,ERA12FA567,2012-09-18,"MACON, GA",32.824723,-83.571945,Non-Fatal,Substantial,Beech,400,2.0,Turbo Fan,Executive/corporate,VMC
Accident,CEN12FA653,2012-09-18,"KIOWA, CO",39.243889,-104.369723,Non-Fatal,Substantial,Piper,PA-46-350P,1.0,Reciprocating,Ferry,VMC
Accident,WPR12LA430,2012-09-17,"SNOHOMISH, WA",47.904722,-122.1025,Non-Fatal,Substantial,Cessna,150F,1.0,Reciprocating,Personal,VMC
Accident,WPR12LA423,2012-09-17,"CHANDLER, AZ",33.268889,-111.811111,Non-Fatal,Substantial,Barney,STARDUSTRER SA-100,1.0,Reciprocating,Personal,VMC
Accident,ERA12FA566,2012-09-17,"CRANE HILL, AL",33.976389,-87.117223,Fatal(2),Substantial,Mooney,M20M,1.0,Reciprocating,Personal,IMC
Accident,ANC12LA107,2012-09-17,"TALKEETNA, AK",62.093055,-150.118611,Non-Fatal,Substantial,Piper,PA-22-160,1.0,Reciprocating,Instructional,VMC
Accident,WPR12LA428,2012-09-16,"ELLENSBURG, WA",47.026389,-120.525,Non-Fatal,Substantial,Rockwell International,690A,2.0,Turbo Prop,Aerial Observation,VMC
Accident,WPR12CA429,2012-09-16,"EMMETT, ID",44.039722,-116.381111,Non-Fatal,Substantial,Piper,PA-14,1.0,Reciprocating,Personal,VMC
Accident,ERA12FA565,2012-09-16,"BROWNSBORO, AL",34.743889,-86.458611,Fatal(2),Substantial,Yakovlev,YAK 52,1.0,Reciprocating,Personal,VMC
Accident,ERA12CA564,2012-09-16,"OKEECHOBEE, FL",27.259444,-80.850278,Non-Fatal,Substantial,Lancair Company,LC42-550FG,1.0,Reciprocating,Personal,VMC
Accident,CEN12LA636,2012-09-16,"CAMERON, MO",39.722223,-94.275556,Fatal(1),Substantial,Jdt Mini-max Llc,1500R,1.0,Reciprocating,Personal,VMC
Accident,CEN12FA638,2012-09-16,"PUEBLO, CO",38.288889,-104.496389,Fatal(1),Substantial,Mchenry George B Jr,KR2S,1.0,Reciprocating,Personal,VMC
Accident,WPR12CA425,2012-09-15,"ELOY, AZ",32.806667,-111.586666,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,VMC
Accident,ERA12LA562,2012-09-15,"CEDAR BLUFF, AL",34.210278,-85.547777,Fatal(1),Substantial,Republic,RC-3,1.0,Reciprocating,Personal,VMC
Accident,CEN12LA635,2012-09-15,"MECOSTA, MI",43.629167,-85.2625,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Personal,VMC
Accident,CEN12FA633,2012-09-15,"WILLARD, MO",37.341944,-93.466945,Fatal(5),Substantial,Cirrus Design Corp,SR22,1.0,Reciprocating,Personal,IMC
Accident,WPR12FA421,2012-09-14,"RENO, NV",39.668056,-119.548611,Non-Fatal,Substantial,Frederick,F 1,1.0,Reciprocating,Air Race/show,VMC
Accident,WPR12CA424,2012-09-14,"ANDREWS, OR",42.487777,-118.608611,Non-Fatal,Substantial,Cessna,A185F,1.0,Reciprocating,Personal,VMC
Accident,WPR12CA419,2012-09-14,"FRENCH VALLEY, CA",33.574167,-117.128334,Non-Fatal,Substantial,Piper,PA-28-180,1.0,Reciprocating,Personal,VMC
Accident,ANC12CA108,2012-09-14,"ATQASUK, AK",68.900556,-156.717223,Non-Fatal,Substantial,Cessna,172K,1.0,Reciprocating,Personal,VMC
Accident,WPR12LA418,2012-09-13,"NAMPA, ID",43.581945,-116.523056,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Instructional,VMC
Accident,WPR12LA417,2012-09-13,"PERRIS, CA",33.777223,-117.344722,Non-Fatal,Substantial,Seymour,SKYRANGER,1.0,Reciprocating,Personal,VMC
